0	0.0000000	-0.0000000	0.0000000	-1.5707963	-1.4945254	-0.0098350	-1.8901916	-0.1321630	0.3155191	0.0927141	-1.8090016	1.2419947	-0.2357494	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	-0.0493652	0.8789355	-69.3235887	-84.6822006	0.4072857	-1.0656327	
1	0.0010103	-0.0000000	0.0000004	-1.5708310	-1.4945678	-0.0098347	-1.8901921	-0.1321630	0.3155195	0.0927094	-1.8089767	1.2419961	-0.2357256	-0.0000496	0.0008757	-0.0693217	-0.0846860	0.0004097	-0.0010662	0.0000276	0.0009588	-0.0094098	0.0162294	-0.0010318	0.0004400	-0.0496664	0.8741333	-69.3194547	-84.6843387	0.4098328	-1.0659233	
2	0.0020092	-0.0000001	0.0000017	-1.5709350	-1.4946948	-0.0098341	-1.8901937	-0.1321629	0.3155210	0.0926952	-1.8089025	1.2420003	-0.2356547	-0.0000999	0.0017416	-0.1386350	-0.1693762	0.0008245	-0.0021330	0.0000550	0.0019163	-0.0188194	0.0324618	-0.0020639	0.0008846	-0.0505698	0.8597306	-69.3070552	-84.6907444	0.4174716	-1.0667942	
3	0.0030076	-0.0000002	0.0000039	-1.5711083	-1.4949065	-0.0098331	-1.8901964	-0.1321629	0.3155234	0.0926717	-1.8087785	1.2420072	-0.2355362	-0.0001514	0.0025877	-0.2079313	-0.2540752	0.0012498	-0.0032009	0.0000820	0.0028713	-0.0282286	0.0487002	-0.0030964	0.0013384	-0.0520754	0.8357239	-69.2863852	-84.7014018	0.4302036	-1.0682435	
4	0.0040090	-0.0000004	0.0000069	-1.5713508	-1.4952030	-0.0098316	-1.8902001	-0.1321628	0.3155267	0.0926388	-1.8086044	1.2420170	-0.2353699	-0.0002048	0.0034038	-0.2772017	-0.3387875	0.0016910	-0.0042707	0.0001082	0.0038226	-0.0376370	0.0649477	-0.0041295	0.0018061	-0.0541833	0.8021117	-69.2574402	-84.7162826	0.4480288	-1.0702679	
5	0.0050083	-0.0000006	0.0000107	-1.5716626	-1.4955841	-0.0098297	-1.8902049	-0.1321627	0.3155310	0.0925965	-1.8083810	1.2420295	-0.2351564	-0.0002607	0.0041798	-0.3464375	-0.4235176	0.0021535	-0.0053429	0.0001336	0.0047688	-0.0470446	0.0812073	-0.0051636	0.0022926	-0.0568938	0.7588834	-69.2202051	-84.7353478	0.4709496	-1.0728631	
6	0.0060071	-0.0000009	0.0000153	-1.5720437	-1.4960500	-0.0098273	-1.8902108	-0.1321625	0.3155362	0.0925447	-1.8081080	1.2420448	-0.2348955	-0.0003198	0.0049038	-0.4156285	-0.5082703	0.0026435	-0.0064182	0.0001577	0.0057090	-0.0564509	0.0974825	-0.0061988	0.0028032	-0.0602074	0.7060285	-69.1746646	-84.7585489	0.4989697	-1.0760231	
7	0.0070089	-0.0000013	0.0000205	-1.5724939	-1.4966007	-0.0098244	-1.8902178	-0.1321623	0.3155424	0.0924835	-1.8077848	1.2420628	-0.2345865	-0.0003832	0.0055613	-0.4847622	-0.5930521	0.0031688	-0.0074974	0.0001804	0.0066424	-0.0658558	0.1137774	-0.0072354	0.0033448	-0.0641240	0.6435424	-69.1208070	-84.7858219	0.5320890	-1.0797402	
8	0.0080073	-0.0000017	0.0000263	-1.5730132	-1.4972361	-0.0098209	-1.8902258	-0.1321621	0.3155495	0.0924130	-1.8074121	1.2420836	-0.2342301	-0.0004509	0.0061490	-0.5538358	-0.6778640	0.0037311	-0.0085808	0.0002015	0.0075670	-0.0752590	0.1300930	-0.0082736	0.0039189	-0.0686438	0.5714133	-69.0586120	-84.8170936	0.5703093	-1.0840063	
9	0.0090076	-0.0000022	0.0000327	-1.5736015	-1.4979564	-0.0098169	-1.8902349	-0.1321619	0.3155576	0.0923330	-1.8069891	1.2421071	-0.2338255	-0.0005235	0.0066574	-0.6228408	-0.7627100	0.0043353	-0.0096688	0.0002207	0.0084814	-0.0846605	0.1464317	-0.0093135	0.0045298	-0.0737673	0.4896289	-68.9880583	-84.8522796	0.6136341	-1.0888118	
10	0.0100078	-0.0000027	0.0000396	-1.5742588	-1.4987616	-0.0098122	-1.8902451	-0.1321617	0.3155665	0.0922437	-1.8065159	1.2421334	-0.2333728	-0.0006018	0.0070768	-0.6917689	-0.8475940	0.0049867	-0.0107620	0.0002380	0.0093842	-0.0940600	0.1627962	-0.0103554	0.0051821	-0.0794950	0.3981721	-68.9091180	-84.8912845	0.6620672	-1.0941457	
11	0.0110095	-0.0000034	0.0000468	-1.5749850	-1.4996516	-0.0098069	-1.8902565	-0.1321615	0.3155763	0.0921449	-1.8059929	1.2421622	-0.2328722	-0.0006862	0.0073974	-0.7606118	-0.9325196	0.0056904	-0.0118609	0.0002530	0.0102742	-0.1034572	0.1791889	-0.0113993	0.0058802	-0.0858272	0.2970284	-68.8217641	-84.9339990	0.7156109	-1.0999955	
12	0.0120078	-0.0000041	0.0000543	-1.5757799	-1.5006267	-0.0098008	-1.8902689	-0.1321612	0.3155871	0.0920368	-1.8054188	1.2421938	-0.2323226	-0.0007774	0.0076096	-0.8293609	-1.0174905	0.0064514	-0.0129660	0.0002655	0.0111500	-0.1128521	0.1956120	-0.0124456	0.0066286	-0.0927641	0.1861839	-68.7259688	-84.9803033	0.7742675	-1.1063475	
13	0.0130078	-0.0000050	0.0000619	-1.5766436	-1.5016867	-0.0097939	-1.8902824	-0.1321609	0.3155986	0.0919192	-1.8047949	1.2422281	-0.2317251	-0.0008760	0.0077036	-0.8980078	-1.1025102	0.0072749	-0.0140778	0.0002753	0.0120102	-0.1222443	0.2120681	-0.0134944	0.0074319	-0.1003064	0.0656125	-68.6216910	-85.0300671	0.8380426	-1.1131868	
14	0.0140071	-0.0000059	0.0000696	-1.5775759	-1.5028317	-0.0097862	-1.8902970	-0.1321607	0.3156111	0.0917923	-1.8041207	1.2422650	-0.2310791	-0.0009826	0.0076698	-0.9665440	-1.1875819	0.0081661	-0.0151968	0.0002823	0.0128535	-0.1316338	0.2285589	-0.0145458	0.0082944	-0.1084546	-0.0647023	-68.5088970	-85.0831455	0.9069382	-1.1204966	
15	0.0150077	-0.0000069	0.0000772	-1.5785766	-1.5040619	-0.0097776	-1.8903128	-0.1321604	0.3156243	0.0916559	-1.8033951	1.2423045	-0.2303835	-0.0010977	0.0074983	-1.0349608	-1.2727089	0.0091299	-0.0163234	0.0002860	0.0136786	-0.1410202	0.2450866	-0.0156002	0.0092208	-0.1172089	-0.2047792	-68.3875491	-85.1393817	0.9809572	-1.1282590	
16	0.0160073	-0.0000081	0.0000845	-1.5796457	-1.5053772	-0.0097679	-1.8903297	-0.1321601	0.3156384	0.0915102	-1.8026190	1.2423465	-0.2296392	-0.0012221	0.0071793	-1.1032499	-1.3578941	0.0101716	-0.0174581	0.0002865	0.0144839	-0.1504035	0.2616529	-0.0166575	0.0102153	-0.1265699	-0.3546460	-68.2575995	-85.1986083	1.0601040	-1.1364547	
17	0.0170074	-0.0000094	0.0000914	-1.5807830	-1.5067777	-0.0097572	-1.8903477	-0.1321598	0.3156533	0.0913551	-1.8017920	1.2423912	-0.2288456	-0.0013563	0.0067032	-1.1714024	-1.4431405	0.0112962	-0.0186012	0.0002833	0.0152681	-0.1597834	0.2782596	-0.0177180	0.0112826	-0.1365381	-0.5143239	-68.1190043	-85.2606435	1.1443805	-1.1450628	
18	0.0180082	-0.0000108	0.0000978	-1.5819884	-1.5082635	-0.0097452	-1.8903669	-0.1321595	0.3156690	0.0911907	-1.8009136	1.2424383	-0.2280023	-0.0015010	0.0060599	-1.2394097	-1.5284507	0.0125090	-0.0197533	0.0002764	0.0160298	-0.1691598	0.2949082	-0.0187818	0.0124271	-0.1471138	-0.6838402	-67.9717120	-85.3252939	1.2337906	-1.1540609	
19	0.0190075	-0.0000124	0.0001034	-1.5832617	-1.5098347	-0.0097321	-1.8903872	-0.1321593	0.3156854	0.0910168	-1.7999837	1.2424879	-0.2271091	-0.0016566	0.0052398	-1.3072631	-1.6138271	0.0138150	-0.0209145	0.0002653	0.0167676	-0.1785325	0.3116000	-0.0198492	0.0136533	-0.1582976	-0.8632195	-67.8156715	-85.3923520	1.3283360	-1.1634251	
