1         	     0.00000000	 -0.00083929961	   0.0033367491	     -1.5795928	     -1.4999857	  -0.0089980935	     -1.8902555	    -0.13200000	     0.31500000	    0.092000000	     -1.8095337	      1.2427242	    -0.23628162	    -0.82480798	      2.4180414	     -2.1495100	     0.56587033	      1.6370969	    -0.20038175	     0.12857276	    -0.52714349	  -0.0089935707	    -0.29919905	   -0.074799196	     0.82279808	     -1.1845850	     -2.1688565	      7.4279547	      4.9802481	     0.82450751	    -0.89528393	      326.50570	      326.04146	      166.82622	      172.64659	      556.70355	      40.579565
2         	   0.0010000000	  -0.0016652724	   0.0057540636	     -1.5817387	     -1.4994168	  -0.0073598956	     -1.8904565	    -0.13187143	     0.31447286	    0.091991000	     -1.8103819	      1.2425813	    -0.23626182	    -0.82714278	      2.4165914	     -2.1423215	     0.57192417	      1.6393036	    -0.20153451	     0.12856989	    -0.52714169	  -0.0089998911	    -0.29925715	   -0.075045104	     0.82277420	     -2.3388852	     -1.4470484	      7.2155122	      6.0818078	      2.2092592	     -1.1529286	      309.53987	      309.07628	      158.09688	      163.70166	      556.90160	      43.377098
3         	   0.0020000000	  -0.0024935839	   0.0081699310	     -1.5838774	     -1.4988419	  -0.0057194887	     -1.8906586	    -0.13174286	     0.31394572	    0.091982000	     -1.8112298	      1.2424382	    -0.23624166	    -0.82947957	      2.4151429	     -2.1351129	     0.57799546	      1.6415089	    -0.20268784	     0.12856526	    -0.52713820	  -0.0089995657	    -0.29930762	   -0.075288570	     0.82274733	     -2.3351308	     -1.4496356	      7.2030655	      6.0629561	      2.2021213	     -1.1536337	      309.69674	      309.23311	      157.33765	      162.92371	      556.85375	      42.788692
4         	   0.0030000000	  -0.0033242302	    0.010584349	     -1.5860089	     -1.4982609	  -0.0040768802	     -1.8908619	    -0.13161430	     0.31341858	    0.091973001	     -1.8120773	      1.2422948	    -0.23622113	    -0.83181248	      2.4136917	     -2.1279171	     0.58404737	      1.6437068	    -0.20384187	     0.12855755	    -0.52713237	  -0.0089990117	    -0.29935072	   -0.075530195	     0.82271749	     -2.3317043	     -1.4520361	      7.1918697	      6.0459238	      2.1956483	     -1.1542355	      309.82986	      309.36607	      156.57826	      162.14569	      556.82251	      42.195983
5         	   0.0040000000	  -0.0041572074	    0.012997314	     -1.5881332	     -1.4976738	  -0.0024320776	     -1.8910663	    -0.13148575	     0.31289145	    0.091964002	     -1.8129244	      1.2421512	    -0.23620021	    -0.83414149	      2.4122378	     -2.1207340	     0.59008002	      1.6458974	    -0.20499655	     0.12854676	    -0.52712424	  -0.0089982113	    -0.29938648	   -0.075769953	     0.82268470	     -2.3283700	     -1.4544027	      7.1811136	      6.0294994	      2.1893856	     -1.1547845	      309.96706	      309.50314	      155.81576	      161.36245	      556.79675	      41.604362
6         	   0.0050000000	  -0.0049925116	    0.015408823	     -1.5902504	     -1.4970807	 -0.00078508825	     -1.8912719	    -0.13135721	     0.31236433	    0.091955004	     -1.8137711	      1.2420074	    -0.23617889	    -0.83646641	      2.4107809	     -2.1135639	     0.59609267	      1.6480804	    -0.20615186	     0.12853287	    -0.52711374	  -0.0089972438	    -0.29941477	   -0.076007867	     0.82264885	     -2.3246143	     -1.4571041	      7.1691636	      6.0111791	      2.1823751	     -1.1553591	      310.08470	      309.62038	      155.05137	      160.57758	      556.76670	      40.999357
7         	   0.0060000000	  -0.0058301387	    0.017818874	     -1.5923604	     -1.4964816	  0.00086408028	     -1.8914786	    -0.13122868	     0.31183723	    0.091946008	     -1.8146173	      1.2418633	    -0.23615714	    -0.83878762	      2.4093213	     -2.1064054	     0.60208737	      1.6502564	    -0.20730771	     0.12851595	    -0.52710102	  -0.0089958703	    -0.29943598	   -0.076243795	     0.82261030	     -2.3217509	     -1.4591860	      7.1601588	      5.9973275	      2.1770583	     -1.1557689	      310.20401	      309.73938	      154.28519	      159.78845	      556.76365	      40.405897
8         	   0.0070000000	  -0.0066700846	    0.020227464	     -1.5944632	     -1.4958765	   0.0025154204	     -1.8916865	    -0.13110018	     0.31131013	    0.091937012	     -1.8154631	      1.2417190	    -0.23613495	    -0.84110512	      2.4078590	     -2.0992585	     0.60806429	      1.6524256	    -0.20846405	     0.12849600	    -0.52708609	  -0.0089940667	    -0.29945017	   -0.076477710	     0.82256909	     -2.3191636	     -1.4610860	      7.1521144	      5.9849129	      2.1722788	     -1.1561146	      310.26458	      309.79834	      153.52048	      159.00499	      556.78088	      39.796510
9         	   0.0080000000	  -0.0075123452	    0.022634590	     -1.5965589	     -1.4952655	   0.0041689247	     -1.8918955	    -0.13097169	     0.31078306	    0.091928018	     -1.8163084	      1.2415745	    -0.23611230	    -0.84341748	      2.4063929	     -2.0921273	     0.61401680	      1.6545854	    -0.20962102	     0.12847283	    -0.52706853	  -0.0089925881	    -0.29945602	   -0.076709981	     0.82252408	     -2.3150615	     -1.4641254	      7.1394959	      5.9653802	      2.1647376	     -1.1566261	      310.30369	      309.83414	      152.75193	      158.21963	      556.76607	      39.157346
10        	   0.0090000000	  -0.0083569163	    0.025040247	     -1.5986475	     -1.4946485	   0.0058245853	     -1.8921057	    -0.13084323	     0.31025600	    0.091919026	     -1.8171531	      1.2414297	    -0.23608918	    -0.84572566	      2.4049236	     -2.0850087	     0.61994969	      1.6567375	    -0.21077843	     0.12844657	    -0.52704864	  -0.0089908795	    -0.29945450	   -0.076940296	     0.82247612	     -2.3111542	     -1.4670559	      7.1276609	      5.9469808	      2.1576047	     -1.1570636	      310.44686	      309.97788	      151.97414	      157.41124	      556.74340	      38.552371
