63.976, -6.512, -66.264, -73.832, 26.136, -34.496
47.696, 18.304, -91.52, -72.864, 42.064, -34.76
11.704, 32.032, -102.168, -67.144, 76.472, -32.384
6.512, 38.456, -123.552, -83.248, 55.968, -131.384
44.44, -14.696, -72.512, -85.624, 44.352, -130.68
